본부,사업년도,RAPA식별코드,공사명,건물명/도로명,건물명 출처,유형,주용도,공사구분,시도,시군구,읍면동,번,지,리,시도_보정,시군구_보정,읍면동_보정,리_보정,번_보정,지_보정,대지구분,대지면적,연면적(지상),연면적(지하),연면적(합계),지상층수,지하층수,동,세대수,EV 설치 예상 대수,주차대수,세대당주차대수,도로구간(m),준공예정일,수정 준공예정일,입주자사전점검일,준공사,주소,공동망,관로동,위도,경도,RAPA등록_검증,준공예정일_검증,동수_검증,층수_검증,위경도_검증,최종검증결과
중부,2027,m-RAPA-2311-4076,힐스테이트도안리버파크1단지,힐스테이트도안리버파크1단지,APT,아파트,공동주택,건물,대전광역시,유성구,학하동,대전 도안 2-2지구 도시개발사업,SA5,-,-,-,-,-,-,-,블록,-,137757.0172,69806.0867,207563.1039,34,2,11,1124,22,1724,1.53,-,2027-08-27,-,2027-07-12,KT,대전광역시 유성구 학하동 대전 도안 2-2지구 도시개발사업 SA5,단독,"102,105,107,108,109,000,000",36.330729,127.324767,등록,동일,동일,동일,동일,정상
중부,2027,m-RAPA-2312-4180,대전 도안 2-2지구 도시개발사업지 내 공동주택 SA1BL 신축공사,힐스테이트 도안리버파크 2차,APT,500세대 미만,-,-,대전광역시,유성구,복용동,대전 도안 2-2지구 도시개발사업,SA1,-,-,-,-,-,-,-,블록,-,56679.2131,33639.1144,90318.3275,28,2,6,443,12,-,1.3,-,2027-08-27,-,2027-04-30,RAPA,대전광역시 유성구 복용동 대전 도안 2-2지구 도시개발사업 SA1,미등록,해당없음,36.33544305,127.3267033,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2402-0544,송도동21-30아파트신축공사,인천 송도 스카이 루리안 아파트,APT,일반,-,-,인천광역시,연수구,송도동,21,30,-,-,-,-,-,-,-,대지,-,5899.25,3425.68,9324.93,10,2,1,48,2,-,1.3,-,2027-08-26,-,2027-07-11,RAPA,인천광역시 연수구 송도동 21 30,미등록,해당없음,37.39557025,126.6459929,등록,-,-,-,-,미검증
동부,2027,m-RAPA-1909-4801,광안센텀비스타동원아파트,광안센텀비스타동원아파트,APT,아파트,공동주택,건물,부산광역시,수영구,광안동,971,-,-,-,-,-,-,-,-,대지,-,51306.0652,25272.5316,76578.5968,29,3,7,525,14,-,1.3,-,2027-08-24,-,2027-07-09,LGU+,부산광역시 수영구 광안동 971,미등록,"102,105,106",35.16769585,129.108579,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2112-7957,힐스테이트천안역스카이움오피스텔,힐스테이트천안역스카이움오피스텔,APT,아파트,공동주택,건물,충청남도,천안시 서북구,성정동,209,1,-,-,-,-,-,-,-,대지,-,143367.2025,60514.2823,203881.4848,49,5,1,0,2,0,1.3,-,2027-08-23,-,2027-07-08,LGU+,충청남도 천안시 서북구 성정동 209 1,미등록,해당없음,36.80927572,127.1418962,등록,동일,상이(웹검색결과: 3동),상이(웹검색결과: 10층),동일,동수&층수 확인 필요
수도권,2027,m-RAPA-2310-3787,경기도 광주 태전2지구 B1블럭 경남아너스빌 신축공사,광주태전 경남아너스빌 리미티드,APT,아파트,공동주택,건물,경기도,광주시,장지동,695,14,-,-,-,-,-,-,-,대지,-,45894.0947,22763.2775,68657.3722,28,2,4,404,8,-,1.3,-,2027-08-22,-,2027-07-07,LGU+,경기도 광주시 장지동 695 14,미등록,해당사항없음,37.389604,127.23425,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2209-5359,북수원이목지구디에트르더리체1차아파트,북수원이목지구디에트르더리체1차아파트,APT,아파트,공동주택,건물,경기도,수원시 장안구,이목동,종전부동산 이목지구 도시개발구역,A4,-,-,-,-,-,-,-,블록,-,87503.6866,75717.6347,163221.3213,29,3,8,768,16,-,1.3,-,2027-08-17,-,2027-07-02,LGU+,경기도 수원시 장안구 이목동 종전부동산 이목지구 도시개발구역 A4,미등록,"201,202,204,206",37.306881,126.979036,등록,-,-,-,-,미검증
중부,2027,m-RAPA-1907-3796,대전르에브스위첸1단지,대전르에브스위첸1단지,APT,아파트,공동주택,건물,대전광역시,중구,대흥동,385,15,-,-,-,-,-,-,-,대지,-,38690.3751,26090.2191,64780.5942,29,3,4,440,8,631,1.43,-,2027-08-17,-,2027-07-02,-,대전광역시 중구 대흥동 385 15,단독,해당없음,36.32017015,127.4270247,등록,상이(웹검색결과: 2027.09),동일,동일,동일,준공예정일 확인 필요
중부,2027,m-RAPA-1907-3797,대전르에브스위첸2단지,대전르에브스위첸2단지,APT,아파트,공동주택,건물,대전광역시,중구,대흥동,385,15,-,-,-,-,-,-,-,대지,-,88245.2622,53115.1438,141360.406,29,2,7,838,14,0,1.3,-,2027-08-17,-,2027-07-02,-,대전광역시 중구 대흥동 385 15,단독,"203,204,205,207",36.32057171,127.428135,등록,상이(웹검색결과: 2027.09),동일,동일,동일,준공예정일 확인 필요
중부,2027,m-RAPA-1911-6347,천안신부지구(행복)공동주택 건설공사,천안신부 행복주택,APT,500세대 이상,-,-,충청남도,천안시 동남구,신부동,72,16,-,-,-,-,-,-,-,대지,-,35544.49,17637.01,53181.5,20,2,4,587,8,-,1.3,-,2027-08-17,-,2027-07-02,KT,충청남도 천안시 동남구 신부동 72 16,미등록,"102,103",36.81562207,127.1601247,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2302-0778,오산시 양산3구역 공동주택 신축공사,힐스테이트 오산더클래스,APT,500세대 이상,-,-,경기도,오산시,양산동,10,2,-,-,-,-,-,-,-,대지,-,110169.1894,58868.9077,169038.0971,23,2,12,970,24,-,1.3,-,2027-08-16,-,2027-07-01,KT,경기도 오산시 양산동 10 2,미등록,"102,106,108,112",37.19885653,127.0341127,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2409-2568,강동구 고덕 강일지구 12BL 공동주택 신축공사,고덕 대성베르힐,APT,500세대 이상,-,-,서울특별시,강동구,상일동,43,-,-,-,-,-,-,-,-,대지,-,72987.0723,40247.3908,113234.4631,15,2,13,613,26,-,1.3,-,2027-08-14,-,2027-06-29,KT,서울특별시 강동구 상일동 43,미등록,"104,105,106,107,108,000",37.55275417,127.1791307,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2208-4674,전주시 덕진구 인후동2가 주상복합 건립사업,전주 인후동 마루힐 센트럴,APT,500세대 미만,-,-,전북특별자치도,전주시 덕진구,인후동2가,1560,-,-,-,-,-,-,-,-,대지,-,30368.1348,8022.1879,38390.3227,27,2,3,199,6,-,1.3,-,2027-08-12,-,2027-06-28,RAPA,전북특별자치도 전주시 덕진구 인후동2가 1560,미등록,해당없음,35.84610528,127.1484479,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2105-2717,전라남도 순천시 덕암동 공동주택 신축공사,순천 덕암동 지에이그린웰 하이드원,APT,500세대 미만,-,-,전남광주통합특별시,순천시,덕암동,45,-,-,-,-,-,-,-,-,대지,-,53838.3906,33783.7845,87622.1751,20,4,8,475,16,-,1.3,-,2027-08-12,-,2027-06-27,RAPA,전남광주통합특별시 순천시 덕암동 45,미등록,해당없음,34.94470709,127.5111152,등록,-,-,-,-,미검증
중부,2027,m-SK-2608-0783,충북혁신(클러스터)아파트 건설공사 1공구,충북혁신(클러스터)아파트,APT,아파트,공동주택,건물,충청북도,음성군,맹동면,535,-,동성리,-,-,-,-,-,-,대지,-,0,0,24677.28,10,2,2,0,4,-,1.3,-,2027-08-09,-,2027-06-25,-,충청북도 음성군 맹동면 동성리 535,SKT,-,-,-,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2304-1269,용인푸르지오원클러스터1단지아파트,용인푸르지오원클러스터1단지아파트,APT,아파트,공동주택,건물,경기도,용인시 처인구,남동,126,13,-,-,-,-,-,-,-,산,-,167256.4336,110714.1572,277970.5908,28,4,14,1681,28,-,1.3,-,2027-08-07,-,2027-06-22,LGU+,경기도 용인시 처인구 남동 126 13,미등록,"10,021,004,100,510,000,000,000,000,000,000",37.221131,127.216597,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1801-03-02-412,송림6구역 도시환경정비사업 주상복합계획,리아츠 더 인천,APT,미만+다중,-,-,인천광역시,제물포구,송림동,31,3,-,-,-,-,-,-,-,대지,-,0,0,73520.088,34,4,1,378,2,-,1.3,-,2027-08-01,-,2027-06-16,SKT,인천광역시 제물포구 송림동 31 3,미등록,-,37.47814205,126.6505547,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2210-5659,이천롯데캐슬센트럴페라즈스카이,이천롯데캐슬센트럴페라즈스카이,APT,아파트,공동주택,건물,경기도,이천시,안흥동,284,2,-,-,-,-,-,-,-,대지,-,111852.081,50810.077,162662.158,49,6,1,0,2,1139,1.3,-,2027-08-01,-,2027-06-16,LGU+,경기도 이천시 안흥동 284 2,미등록,"101,102,103",37.27530167,127.4559106,등록,상이(웹검색결과: 2027.09),상이(웹검색결과: 3동),동일,동일,"준공예정일 확인 필요, 동수 확인 필요"
중부,2027,m-RAPA-2309-3155,음성 석미 아데나 신축공사,음성 석미아데나 센트럴,APT,500세대 미만,-,-,충청북도,음성군,음성읍,419,-,읍내리,-,-,-,-,-,-,대지,-,27568.53,8723.88,36292.41,29,1,3,245,6,-,1.3,-,2027-07-31,-,2027-06-15,RAPA,충청북도 음성군 음성읍 읍내리 419,KT,해당없음,36.92921759,127.6856735,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2402-0423,송정 리버파크지역주택조합 아파트 신축공사,한양립스 에듀포레,APT,500세대 미만,-,-,전남광주통합특별시,광산구,하산동,269,-,-,-,-,-,-,-,-,대지,-,52760.2963,32475.449,85235.7453,25,2,10,470,20,-,1.3,-,2027-07-31,-,2027-06-15,RAPA,전남광주통합특별시 광산구 하산동 269,미등록,해당없음,35.09852158,126.7710211,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2010-5635,성남금토 공공주택지구 내 A-4BL,성남금토 A-4블록 신혼희망타운,APT,500세대 이상,-,-,경기도,성남시 수정구,금토동,성남금토 공공주택지구,A-4,-,-,-,-,-,-,-,블록,-,97060.97,58804.22,155865.19,20,3,11,1150,22,-,1.3,-,2027-07-30,-,2027-06-14,SKT,경기도 성남시 수정구 금토동 성남금토 공공주택지구 A-4,미등록,"401,403,404,406,408,000",37.40643948,127.0838391,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2411-3075,신 반포22차 재건축 현장,힐스테이트 신반포22차,APT,500세대 미만,-,-,서울특별시,서초구,잠원동,65,33,-,-,-,-,-,-,-,대지,-,22055.616,17468.342,39523.958,35,3,2,160,4,-,1.3,-,2027-07-30,-,2027-06-14,RAPA,서울특별시 서초구 잠원동 65 33,단독,해당없음,37.51166731,127.007248,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2410-2984,e편한세상대장퍼스티움아파트(A6),e편한세상대장퍼스티움아파트(A6),APT,아파트,공동주택,건물,경기도,부천시 오정구,오정동,부천대장 공공주택지구,A6,-,-,-,-,-,-,-,블록,-,55254.51,32885.95,88140.46,15,2,12,688,24,-,1.3,-,2027-07-30,-,2027-08-26,LGU+,경기도 부천시 오정구 오정동 부천대장 공공주택지구 A6,단독,"602,605,607,609,610,000",37.53476296,126.7904836,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2410-2983,e편한세상대장퍼스티움아파트(A5),e편한세상대장퍼스티움아파트(A5),APT,아파트,공동주택,건물,경기도,부천시 오정구,오정동,부천대장 공공주택지구,A5,-,-,-,-,-,-,-,블록,-,77075.6,44580.17,121655.77,15,2,15,952,30,-,1.3,-,2027-07-30,-,2027-08-29,KT,경기도 부천시 오정구 오정동 부천대장 공공주택지구 A5,단독,"502,504,506,509,510,000,000",37.53591899,126.7920417,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2407-1978,과천지식정보타운 S12BL 행복주택 건설공사,과천지식정보타운 S-12BL 행복주택,APT,아파트,공동주택,건물,경기도,과천시,갈현동,578,-,-,-,-,-,-,-,-,대지,-,66011.52,22505.59,88517.11,29,1,4,1424,8,-,1.3,-,2027-07-30,-,2027-06-14,LGU+,경기도 과천시 갈현동 578,단독,"10,241,203",37.41013,126.977567,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2109-5951,경남 고성 교사리 94 아파트 신축공사,고성 이솔레나,APT,500세대 미만,-,-,경상남도,고성군,고성읍,94,-,교사리,-,-,-,-,-,-,대지,-,17982.6475,3182.7749,21165.4224,20,1,3,161,6,-,1.3,-,2027-07-30,-,2027-06-14,RAPA,경상남도 고성군 고성읍 교사리 94,SKT,1.지상1층: 지하주차장 상부 지하층 환기부(10M도로향),34.97486822,128.3125944,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2207-3968,더샵오창프레스티지,더샵오창프레스티지,APT,아파트,공동주택,건물,충청북도,청주시 청원구,오창읍,814,2,양청리,-,-,-,-,-,-,대지,-,127902.333,61120.745,189023.078,49,6,6,0,12,1051,1.3,-,2027-07-29,-,2027-06-13,SKT,충청북도 청주시 청원구 오창읍 양청리 814 2,SKT,"102,103,104",36.71132051,127.4326153,등록,상이(웹검색결과: 2027.08),상이(웹검색결과: 4동),상이(웹검색결과: 48층),동일,"준공예정일 확인 필요, 동수&층수 확인 필요"
수도권,2027,m-RAPA-1901-0082,더샵분당티에르원아파트,더샵분당티에르원아파트,APT,아파트,공동주택,건물,경기도,성남시 분당구,정자동,88,-,-,-,-,-,-,-,-,대지,-,98833.74,65866.92,164700.66,28,3,12,873,24,-,1.3,-,2027-07-29,-,2027-06-13,LGU+,경기도 성남시 분당구 정자동 88,단독,"307,311",37.36759671,127.1112853,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2311-3969,청주테크노폴리스 일반산업단지 [8블록] 공동주택,청주테크노폴리스 아테라,APT,500세대 이상,-,-,충청북도,청주시 흥덕구,송절동,청주테크노폴리스 일반산업단지,A8,-,-,-,-,-,-,-,블록,-,179412.8521,91785.7362,271198.5883,35,3,17,1450,34,-,1.3,-,2027-07-29,-,2027-06-13,SKT,충청북도 청주시 흥덕구 송절동 청주테크노폴리스 일반산업단지 A8,미등록,"803,805,809,810,811,000,000",36.66671857,127.4604921,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2304-1244,중앙공원롯데캐슬시그니처2-2BL,중앙공원롯데캐슬시그니처2-2BL,APT,아파트,공동주택,건물,전남광주통합특별시,서구,풍암동,569,-,-,-,-,-,-,-,-,대지,-,140651.88,67933.87,208585.75,28,2,14,928,28,0,1.3,-,2027-07-25,-,2027-06-19,-,전남광주통합특별시 서구 풍암동 569,단독,"202,203,206,207,208,000,000,000",35.12531533,126.8618178,등록,상이(웹검색결과: 2027.08),동일,상이(웹검색결과: 27층),동일,"준공예정일 확인 필요, 층수 확인 필요"
서부,2027,m-RAPA-2304-1243,중앙공원롯데캐슬시그니처2-1BL,중앙공원롯데캐슬시그니처2-1BL,APT,아파트,공동주택,건물,전남광주통합특별시,서구,금호동,80,-,-,-,-,-,-,-,-,대지,-,133392.39,64842.65,198235.04,28,3,13,915,26,0,1.3,-,2027-07-25,-,2027-06-19,-,전남광주통합특별시 서구 금호동 80,미등록,"101,102,103,104,106,000,000,000",35.12709535,126.8594737,등록,상이(웹검색결과: 2027.08),동일,상이(웹검색결과: 27층),동일,"준공예정일 확인 필요, 층수 확인 필요"
서부,2027,m-RAPA-2304-1398,중앙공원롯데캐슬시그니처1BL,중앙공원롯데캐슬시그니처1BL,APT,아파트,공동주택,건물,전남광주통합특별시,서구,풍암동,560,9,-,-,-,-,-,-,-,대지,-,144363.3343,87183.0432,231546.3775,28,3,12,929,24,0,1.3,-,2027-07-24,-,2027-06-08,-,전남광주통합특별시 서구 풍암동 560 9,단독,"102,106,109,110",35.13604642,126.8687907,등록,상이(웹검색결과: 2027.08),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2012-6592,성수동 장미아파트 주택재건축정비사업,-,APT,500세대 미만,-,-,서울특별시,성동구,성수동1가,656,421,-,-,-,-,-,-,-,대지,-,29510.4007,19609.9944,49120.3951,20,3,3,286,6,-,1.3,-,2027-07-22,-,2027-05-06,RAPA,서울특별시 성동구 성수동1가 656 421,미등록,해당사항없음,37.54296699,127.0461343,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2209-5495,시흥롯데캐슬시그니처2블록아파트,시흥롯데캐슬시그니처2블록아파트,APT,아파트,공동주택,건물,경기도,시흥시,은행동,은행2 지구단위계획,C-2,-,-,-,-,-,-,-,블록,-,110533.0578,53452.0432,163985.101,49,3,6,903,12,-,1.3,-,2027-07-20,-,2027-06-04,KT,경기도 시흥시 은행동 은행2 지구단위계획 C-2,단독,"202,204,206",37.43245923,126.7936842,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2209-5494,시흥롯데캐슬시그니처1블록아파트,시흥롯데캐슬시그니처1블록아파트,APT,아파트,공동주택,건물,경기도,시흥시,은행동,은행2 지구단위계획,C-1,-,-,-,-,-,-,-,블록,-,149529.0216,74910.1353,224439.1569,49,3,8,1230,16,-,1.3,-,2027-07-20,-,2027-06-04,KT,경기도 시흥시 은행동 은행2 지구단위계획 C-1,단독,"101,103,105,107",37.434903,126.794841,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2202-0621,해링턴S98아파트,해링턴S98아파트,APT,아파트,공동주택,건물,서울특별시,강남구,삼성동,98,-,-,-,-,-,-,-,-,대지,-,12673.3968,15134.8253,27808.2221,10,4,3,118,6,-,1.3,-,2027-07-15,-,2027-05-30,-,서울특별시 강남구 삼성동 98,미등록,해당사항없음,37.5174861,127.063475,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2302-0463,계양롯데캐슬파크시티2단지_아파트,계양롯데캐슬파크시티2단지_아파트,APT,아파트,공동주택,건물,인천광역시,계양구,효성동,효성 도시개발구역,공4,-,-,-,-,-,-,-,블록,-,130006.4834,74558.0027,204564.4861,25,2,10,1089,20,0,1.3,-,2027-07-14,-,2027-05-29,LGU+,인천광역시 계양구 효성동 효성 도시개발구역 공4,미등록,"10,021,004,100,510,000,000",37.53029577,126.7030653,등록,상이(웹검색결과: 2027.11),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2110-6520,철원갈말 행복주택 건설공사,철원갈말 행복주택,APT,500세대 미만,-,-,강원특별자치도,철원군,갈말읍,641,6,신철원리,-,-,-,-,-,-,대지,-,6513.83,2325.81,8839.64,14,1,2,96,4,-,1.3,-,2027-07-14,-,2027-05-29,RAPA,강원특별자치도 철원군 갈말읍 신철원리 641 6,KT,1. 지상1층 : D.A 외벽,38.14464721,127.3117877,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2203-1644,가평 달전리 284-7 아파트,자라섬 수자인 리버페스타,APT,500세대 미만,-,-,경기도,가평군,가평읍,284,7,달전리,-,-,-,-,-,-,대지,-,44810.23,12637.81,57448.04,29,2,2,381,4,-,1.3,-,2027-07-11,-,2027-05-26,RAPA,경기도 가평군 가평읍 달전리 284 7,KT,해당사항없음,37.81288129,127.5209899,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2208-4608,충북혁신 클러스터 공공주택 건설사업,충북혁신(클러스터),APT,500세대 미만,-,-,충청북도,음성군,맹동면,535,-,동성리,-,-,-,-,-,-,대지,-,15925.04,8752.24,24677.28,10,2,2,300,4,-,1.3,-,2027-07-09,-,2027-05-24,RAPA,충청북도 음성군 맹동면 동성리 535,SKT,해당없음,36.91750156,127.5468115,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2007-3684,노량진역세권청년주택아파트,노량진역세권청년주택아파트,APT,아파트,공동주택,건물,서울특별시,동작구,노량진동,13,19,-,-,-,-,-,-,-,대지,-,52356.4903,25244.0899,77600.5802,43,7,2,967,4,-,1.3,-,2027-07-09,-,2027-05-24,KT,서울특별시 동작구 노량진동 13 19,미등록,해당사항없음,37.51464032,126.9349325,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2401-0181,곤지암역제일풍경채아파트,곤지암역제일풍경채아파트,APT,아파트,공동주택,건물,경기도,광주시,곤지암읍,곤지암역세권 도시개발구역,A1,곤지암리,경기도,광주시,곤지암읍,곤지암리,636,-,블록,-,59261.9912,30056.6132,89318.6044,22,2,7,565,14,801,1.42,-,2027-07-08,-,2027-05-23,SKT,경기도 광주시 곤지암읍 곤지암리 곤지암역세권 도시개발구역 A1,SKT,"101,105,107",37.352299,127.341221,등록,상이(웹검색결과: 2027.08),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2203-1338,오산시 양산2구역 공동주택 신축공사,오산 롯데캐슬 위너스 포레,APT,500세대 이상,-,-,경기도,오산시,양산동,95,-,-,-,-,-,-,-,-,대지,-,178980.46,81886.32,260866.78,27,2,16,1672,32,-,1.3,-,2027-07-08,-,2027-05-23,LGU+,경기도 오산시 양산동 95,미등록,"102,104,106,108,110,000",37.19117565,127.0319637,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2109-5973,한화포레나충주호암아파트,한화포레나충주호암아파트,APT,아파트,공동주택,건물,충청북도,충주시,호암동,193,2,-,-,-,-,-,-,-,대지,-,84002.047,47007.6292,131009.6762,28,2,8,847,16,0,1.3,-,2027-07-08,-,2027-05-23,LGU+,충청북도 충주시 호암동 193 2,미등록,"102,104,106,107",36.958617,127.937442,등록,상이(웹검색결과: 2027.08),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2201-0422,부천시 대현청실 외 2 가로주택 정비사업,대현청실 외2,APT,500세대 미만,-,-,경기도,부천시 소사구,괴안동,106,1,-,-,-,-,-,-,-,대지,-,22694.24,11793.43,34487.67,20,2,5,252,10,-,1.3,-,2027-07-05,-,2027-05-20,RAPA,경기도 부천시 소사구 괴안동 106 1,단독,해당없음,37.48113258,126.8114255,등록,-,-,-,-,미검증
